annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
87132.16843817518,6,27481.55227975471,8,services,54,0,627,0
167057.11688684905,6,38787.13550096695,8,services,56,0,725,1
273117.94681196404,7,56724.14304617103,12,agri,37,0,599,0
78767.53407672877,11,48875.903317549084,10,retail,29,1,631,0
196175.85679253537,3,57943.18348971174,11,agri,37,1,735,0
76467.1921961442,8,-4243.519612602214,13,retail,57,1,712,0
88298.83536741341,3,42995.10946319702,13,manufacturing,50,0,659,1
39868.38381365225,4,74724.89950548451,8,tech,43,0,577,1
64651.51086805403,5,37045.48071009219,13,tech,35,0,691,1
42121.57650258054,7,24135.09752287881,9,services,49,1,629,0
61336.277348766576,7,78643.84399445042,11,agri,62,1,613,0
466793.2861634513,5,37272.44856163744,6,services,38,0,743,1
62981.80229377887,10,55534.666508059374,13,retail,20,0,752,1
2263407.694041688,3,43686.683466807684,10,manufacturing,29,1,587,0
266550.20754390256,2,49986.991147441695,9,retail,40,0,770,0
195797.47705813134,5,95888.30882493772,9,manufacturing,38,1,643,0
68984.85176358063,6,67158.07308803206,18,retail,53,0,704,1
327849.4799376048,7,13346.4496560598,8,services,34,0,778,1
91524.51819296424,5,38837.5337678937,9,services,38,0,638,0
183874.6978461141,5,37621.61472389509,13,retail,33,0,668,0
2105544.2405668665,7,56491.14458537494,11,agri,47,0,700,1
147848.01512629376,8,77263.49989340398,12,manufacturing,31,1,760,0
513637.6456545129,2,50955.126772566204,11,agri,37,1,651,0
80565.32096083932,10,50073.853563890945,11,services,24,0,706,1
157158.71692438127,5,-16946.62661168099,13,agri,34,0,595,0
956274.8355814572,5,89721.34442486416,15,retail,56,0,546,1
86945.16766455735,7,44963.988140566624,11,agri,57,0,602,0
996942.6831734093,5,57759.2350760698,12,retail,46,1,602,0
330298.4555461098,9,57688.388818743144,8,retail,44,0,718,1
92737.96587801247,14,26923.14204583744,13,services,33,0,644,1
306326.78595282306,8,42682.767726232996,18,tech,41,1,607,0
430436.22476178553,7,26687.205395924902,13,agri,41,0,587,0
303097.5446487665,5,91499.89245645057,9,services,40,1,620,0
33852.74202093758,10,-16715.59187113706,15,manufacturing,48,0,714,1
78657.85876151711,6,21400.296297903624,11,agri,30,1,587,0
127068.47132531698,3,40337.90525439065,15,tech,65,1,641,0
151080.27104887654,3,94924.87147740358,9,services,56,1,623,0
302752.8568034524,6,71234.48961914454,9,tech,31,1,674,0
194405.4102126595,7,858.7913917133849,6,manufacturing,41,0,778,1
42815.50752472266,9,46534.717066245175,12,tech,34,0,604,1
238040.91532439736,8,71639.9302478525,6,retail,46,0,672,1
299714.53339850047,5,116807.09417743406,12,services,39,1,648,0
284870.63614242175,10,39807.564134575725,14,services,21,0,617,1
479635.0233105579,4,14466.857965907382,10,retail,30,1,653,0
374715.4266292953,7,59671.04807088291,13,retail,53,0,777,1
257604.3292661265,5,48701.431853611706,16,tech,37,1,645,0
151726.41678997866,6,63899.26013565843,9,agri,37,0,645,0
30916.30725268784,7,70714.24804512001,19,retail,46,0,623,1
250100.52577749811,4,59597.95076413497,7,tech,49,0,679,1
200323.26930301197,7,65845.90171001939,10,retail,39,0,580,1
213539.8696259861,4,99070.5495908502,13,agri,18,0,658,1
45399.27542860342,9,41268.24709137801,19,agri,31,0,681,1
55212.433948605554,10,13267.072933736272,9,tech,18,0,590,1
466565.10651339486,4,59419.27251452421,12,manufacturing,26,1,761,0
156442.6622049797,5,11560.009094426588,14,retail,40,0,759,0
321740.53165272897,8,16352.24741795653,10,services,40,0,807,1
167429.6222247468,10,25336.994334559535,12,services,52,1,689,0
167670.51953701238,8,12477.778973748427,9,services,39,1,679,0
415934.80407007935,9,85056.95126026476,15,agri,31,0,644,1
97144.54197264515,8,51467.332940524124,9,services,52,1,654,0
179175.45081899752,8,71203.6651158187,17,services,57,1,714,0
102510.93054054352,6,65307.931547759734,16,services,49,1,651,0
105398.50938875177,2,43701.48404653277,6,services,39,1,639,0
119470.87257862576,9,78815.11565230372,17,retail,36,0,689,1
203238.15985833973,2,35522.95973866767,14,manufacturing,28,0,606,0
100836.06701767523,2,44961.11776020617,10,manufacturing,32,0,760,1
571349.3515173532,4,28764.764427342674,13,retail,35,0,650,0
66528.96513686345,4,92009.17422122836,17,manufacturing,26,0,703,1
135013.2709386855,5,46785.94375160789,8,manufacturing,36,0,593,1
104848.20764606517,6,67940.83220991885,14,agri,37,0,646,0
691748.6073042811,9,32556.15071103319,9,agri,52,0,622,1
198105.45650686516,6,75410.58731436367,14,services,23,0,625,1
456728.56304613646,4,73184.09270294827,14,services,41,0,570,1
36843.68921682477,5,1235.6094911495786,11,tech,26,1,723,0
212575.02542721652,5,50123.752811485414,19,manufacturing,20,0,683,1
396182.7190745872,5,53507.015998889285,7,retail,35,1,550,0
176713.3114833586,12,41008.35816166964,10,retail,40,0,635,1
472352.29556426173,5,91541.3100284129,16,agri,52,0,634,1
97023.79628257299,5,13482.586327228653,11,tech,37,0,677,1
666201.4892543671,4,36551.51940763477,7,services,34,0,639,1
1621558.2435257281,7,24519.864558044745,9,services,32,0,726,1
113228.30295004042,7,80897.64431036501,7,retail,34,1,717,0
104244.82296285486,4,19141.582377038976,11,tech,4,1,804,0
696194.5855053319,7,-4977.467970933958,12,agri,31,1,494,0
789829.3162583566,6,62941.55355201568,9,retail,48,0,745,1
96484.72386189555,8,45824.846119426984,12,agri,15,0,705,1
106917.5422209247,4,81210.48862019714,9,manufacturing,35,0,637,1
122788.10081990749,4,74370.30187161303,5,services,37,0,632,1
42427.39278925002,3,48725.50523393505,9,manufacturing,47,0,643,1
64948.378310783526,10,6704.651925992862,10,manufacturing,41,0,667,1
59626.72945162222,9,14056.930436167275,7,retail,44,1,612,0
75523.74845848132,2,-3195.7273653928733,10,agri,32,0,537,0
157206.4380434051,4,45852.15518148402,15,retail,22,1,613,0
205708.3632934101,5,30238.918825868186,9,retail,34,0,631,0
767198.2279715987,5,44578.41753182389,15,manufacturing,38,0,689,1
59972.77326274789,6,55206.92526516908,21,retail,51,1,566,0
435531.4978934233,3,106949.021310869,10,services,25,0,694,1
131401.28388175042,5,67426.02078265279,12,retail,60,0,565,0
154900.1957848337,10,52140.11345085158,16,services,41,0,677,1
319598.08217958827,5,3056.0965737598235,11,retail,32,0,688,0
52959.24732865652,4,50786.34638904786,15,services,31,0,640,1
238568.01961200297,6,76455.24475383994,12,retail,38,0,653,1
192230.83763754286,3,61725.1792456822,11,manufacturing,39,0,698,1
266319.30537422746,7,18564.169830518393,15,services,40,1,609,0
217329.22396117536,4,38706.51361277652,14,services,46,0,671,1
1896081.8674711755,7,52201.187940040065,17,retail,33,0,625,1
86013.5409500404,3,37756.614629331736,14,retail,41,0,758,0
95702.82008676828,6,31486.822073864852,15,tech,36,1,688,0
87278.50342863059,6,-14416.05379169376,11,retail,56,0,576,0
93388.44308363125,4,26954.56305991151,14,services,21,0,777,1
86043.89678062923,8,57534.27059950104,12,agri,61,0,720,1
534462.33065489,9,76253.47869633463,15,services,31,1,565,0
673675.7883584652,1,52284.7703073875,12,manufacturing,29,0,543,0
91973.31009240255,6,81783.4651827805,17,retail,37,0,564,1
70802.13445492215,4,47642.9195753362,9,manufacturing,42,0,581,1
260775.60261057934,9,23668.17994031294,9,manufacturing,36,0,660,1
93692.83105230924,6,35779.72226290305,15,agri,45,0,655,0
306487.3673715522,4,64970.41076339371,6,agri,35,1,701,0
199371.06603711637,6,41957.56673343506,11,agri,33,0,628,0
35748.224587568555,3,30725.079354221794,10,services,30,0,631,0
764903.683782648,6,3273.8328555115336,10,agri,52,0,657,0
980558.585131851,10,23204.726570223134,14,retail,43,0,728,1
88186.68875990299,8,38087.61679371548,14,agri,28,0,517,0
110447.81655936199,7,32560.807941388623,5,retail,35,0,632,0
216612.51489782918,2,20762.020833378887,16,retail,26,1,742,0
227397.93742050807,2,96721.30996292732,10,manufacturing,67,0,654,1
314438.6525536371,9,68012.02847873318,9,retail,41,0,629,1
1214939.1348961804,9,115764.07130756565,8,retail,20,0,592,1
136359.86994727273,10,1843.7864636881086,14,services,26,1,713,0
73255.07116918146,10,59394.31176613065,15,retail,27,1,616,0
40973.49904659316,3,36961.73272837019,14,retail,42,1,615,0
78360.08525569535,8,50589.59005545622,22,retail,23,0,745,1
157451.54311156445,8,105523.20938036047,6,services,26,0,576,1
979265.2881602629,8,-2184.7859935475353,7,manufacturing,37,0,764,1
96992.4773091165,5,32818.57509304398,10,services,39,0,661,0
203574.63057350882,4,27556.13364180631,17,agri,34,0,651,0
160103.7151543897,7,32898.680227489705,11,services,35,1,669,0
534129.3266980252,6,-13320.425427652446,18,manufacturing,25,0,651,0
2036885.3825887027,7,88561.10483113177,13,tech,44,0,613,1
95715.08825971527,2,89752.88168314459,6,services,19,0,674,1
99763.78867021625,4,67456.4389872812,6,retail,38,0,615,0
462388.56995025347,2,9848.703954926956,9,tech,57,0,679,1
321866.28993127577,6,58329.23982603269,13,retail,36,0,811,1
1031688.4869603338,4,75979.55998886588,11,agri,26,0,696,1
291830.4276467722,8,61651.46530715584,16,tech,38,1,636,0
113630.57659427254,1,48519.179998704654,10,agri,36,1,667,0
293800.0846057141,7,92317.41196319672,17,retail,41,0,627,1
493216.53742643,2,28725.803700971144,17,services,41,0,637,0
369712.95313690905,6,44935.0340546144,18,services,49,0,642,1
270296.29660256795,6,68768.00988673924,13,agri,34,0,683,1
472916.7697839885,8,59535.22872574711,11,agri,31,1,713,0
524025.4812422016,5,66798.9272082745,10,agri,31,0,797,1
648332.5194621794,8,66006.0991790013,13,retail,33,0,695,1
311361.497523729,5,65745.99831586001,14,services,42,0,573,1
137706.77982177405,9,39055.44782962904,15,services,26,0,560,1
188473.68734280695,5,29074.833870671442,5,manufacturing,30,0,645,1
543893.6261261718,8,54114.1635913276,12,agri,40,0,720,1
71902.3573019729,2,95335.66121304319,10,services,52,1,635,0
235313.3499259423,3,49254.17893168516,14,services,31,0,636,0
109826.9459875977,2,67981.95232778655,12,agri,43,0,712,0
167501.03727837783,6,53373.11978336538,21,manufacturing,37,1,648,0
584464.8157447797,9,111011.75564648876,16,tech,45,0,722,1
197027.59381140996,5,45862.51876821487,13,manufacturing,40,1,544,0
170490.78855163816,0,68085.10957833524,11,tech,40,0,683,1
41778.781040722206,11,28433.330413655618,13,services,65,1,525,0
343263.47021707153,3,16386.800896258017,8,manufacturing,69,0,668,0
310358.75487951434,11,49792.9481720254,12,retail,37,0,713,1
1415869.9747888301,5,85432.93781615235,13,agri,30,1,536,0
119637.51777129511,5,69007.66823382644,12,services,42,1,489,0
202632.7138021616,4,-12592.013008911743,10,retail,46,0,709,0
208852.5299794117,10,71985.77847640515,11,tech,53,0,681,1
788157.5455546994,5,4059.4879156159004,15,services,17,1,573,0
147961.06852165685,4,75199.76499111157,11,agri,35,0,667,0
215135.10944671032,3,66332.29192572841,6,services,34,0,612,1
298909.6132103506,4,45505.83662474485,15,services,31,0,637,1
196144.93380881147,7,71817.57819176205,17,services,25,0,631,1
104147.80649498985,3,42076.0100746739,11,services,37,0,556,0
197617.77069086957,4,54480.910884539866,16,manufacturing,47,1,713,0
476218.3515896077,10,6853.087605885588,16,services,27,1,575,0
58307.42370960976,4,42314.021590064076,14,services,40,1,656,0
185901.02253411384,8,77715.87713477388,15,retail,44,0,695,1
80811.87366891281,5,10065.220445220773,15,retail,56,0,591,0
537694.9274304542,3,74558.71050471452,10,retail,46,0,630,1
35483.145753412646,9,-10561.591698375947,13,services,39,0,614,0
93067.298733515,6,14312.124865096703,18,tech,43,0,770,1
237331.19101534397,8,40556.39440143217,21,services,47,0,714,1
778811.2745777488,5,54607.550001038864,15,services,41,0,703,1
152397.83847923967,4,32818.61960506092,17,retail,47,0,804,1
93414.37061041805,8,31999.785846360544,14,retail,36,0,674,1
1067849.1780125927,4,83214.81138306987,13,manufacturing,52,1,626,0
38253.33785321604,7,85660.70525187645,8,services,34,1,549,0
18055.290862405098,7,37268.14304571467,7,agri,33,1,601,0
252714.19119075118,6,38176.62874852597,9,retail,35,1,661,0
98513.19480968278,5,41388.37096646247,13,services,30,0,715,1
58616.24659975916,9,116532.3606964544,14,tech,47,1,604,0
330498.185237902,7,50508.86448664996,11,manufacturing,24,1,760,0
207689.76145384513,10,97130.4996934519,14,retail,35,0,542,1
92588.6061440746,4,71960.51794691128,11,services,43,1,623,0
45238.13031915715,2,46854.04306816924,8,manufacturing,40,0,678,1
389436.9777621575,9,30578.370287402493,12,services,39,0,659,1
311826.1743241695,10,73375.69164232718,14,retail,38,0,683,1
147388.0430260266,7,26416.080914521786,13,manufacturing,41,0,658,1
1031615.9311819953,3,38404.60864358259,11,retail,29,0,695,1
55821.547719349284,6,69765.25953114447,11,tech,35,0,632,1
35400.273641407795,7,42782.4614461782,8,agri,37,0,628,0
81478.29380857668,9,38151.41755812287,16,services,44,0,592,1
155502.01732128364,4,40761.67831024874,16,manufacturing,49,1,802,0
207593.98364171557,8,29398.909850304706,20,services,38,1,644,0
127869.30187498411,10,63483.9395592344,16,services,47,1,680,0
231435.24554550488,9,51087.37181969782,11,tech,40,0,635,1
46558.300283926874,8,9314.838164150975,12,tech,39,0,761,1
689529.3925343951,7,35375.99523623046,9,services,47,0,649,1
149918.75928748035,6,38988.75811752634,7,manufacturing,25,0,672,1
497472.63626621786,7,38778.67626816012,11,tech,44,0,588,1
229285.98504633954,8,67972.75301344863,10,agri,33,0,773,1
256979.91759071915,4,28934.195153281817,10,retail,50,0,665,0
287726.96758407634,7,131116.25577767676,11,services,33,0,775,1
254666.10144399054,15,91566.66746650923,9,services,36,0,607,1
309502.9058350951,2,91422.09237917294,8,tech,24,0,619,1
614861.630324747,8,18989.03561578101,11,manufacturing,43,1,613,0
198098.7989262783,8,-10917.298354776258,13,agri,35,0,630,0
330712.1893698205,3,39827.91816154184,19,manufacturing,34,1,696,0
148785.9992232654,5,58805.776178349646,4,tech,40,0,506,1
687018.9918588119,4,45141.23626069933,10,retail,23,1,646,0
82752.35052242535,4,34105.30953422582,13,services,33,0,595,0
985535.5055791148,3,-2229.636868105296,13,manufacturing,38,0,587,0
156348.3874878483,4,29835.761798306474,14,retail,54,0,682,0
38918.49622182385,6,42707.59493068178,8,services,41,1,671,0
184998.76251144937,11,35138.98466705903,8,retail,43,0,710,1
82367.67477630379,4,34968.23358520713,8,services,40,0,677,0
377242.5200964476,6,26051.384984427932,11,manufacturing,74,0,662,1
84742.7961709873,4,99645.75304963494,8,retail,48,0,610,1
104173.86559194807,9,71253.41914845949,6,retail,19,0,585,1
24598.955681664098,8,78680.29812888826,14,services,42,1,691,0
103537.969631055,3,58183.16423013618,14,services,50,0,632,1
14416.384818962546,13,9947.064613467392,20,retail,25,0,677,1
33392.85308290899,7,72152.93614064218,11,retail,41,0,649,1
348159.036619856,9,90446.67701170994,7,manufacturing,34,0,506,1
357110.3650023092,4,94821.76749942168,10,manufacturing,31,0,683,1
249062.1049419321,10,68709.15266102029,9,manufacturing,53,0,606,1
61884.42780754039,6,50029.62977477036,15,retail,33,0,710,1
155171.87365500073,9,49943.25306212548,13,retail,33,1,519,0
162169.51579289004,9,65563.5393673533,15,services,30,0,782,1
51104.88205205912,9,769.7541140623421,16,agri,29,0,608,0
731899.3633774322,11,69157.38677501262,9,services,34,1,682,0
391351.84378830413,4,35429.43668938695,15,retail,34,0,600,0
130487.90587596914,5,116284.00369408862,7,manufacturing,28,0,609,1
167189.94478765817,2,40985.07831933781,7,retail,39,0,697,0
200462.5665797191,7,55836.1117429832,10,retail,14,0,635,1
21126.112880588476,5,54341.587240353765,17,agri,41,0,640,0
127111.8412259236,8,29235.876570965498,15,agri,49,0,709,0
82290.89527089705,5,63719.062988397556,11,agri,34,0,663,0
59777.22353856843,6,60262.70738812953,11,agri,43,1,681,0
122872.1554354615,5,80684.14503764722,12,services,37,0,606,1
982333.8773475236,2,71613.42329767664,17,services,63,1,696,0
308921.61830754956,7,55614.422591541006,15,tech,49,1,657,0
91933.52221460333,9,25436.59801776948,15,tech,31,0,680,1
288538.20466826984,5,26308.532536925308,5,retail,52,1,675,0
659577.9479080278,5,99710.32201776293,8,services,64,0,729,1
410295.8168004909,7,52614.39781273809,8,agri,37,0,685,1
172755.11836296594,4,112296.7754688479,13,services,44,1,568,0
85226.11861003836,9,25452.239639716303,6,manufacturing,50,0,608,1
327166.1136190545,1,115814.32891825915,7,retail,28,0,665,1
241224.99964616276,9,21694.598940681346,15,manufacturing,21,0,677,1
398392.5959383257,1,36848.42675942389,8,services,41,0,557,0
307174.66362703266,6,63264.310376269015,10,agri,31,0,580,0
464888.4276861739,5,79926.15778898972,10,services,37,0,726,1
95298.06531500556,5,70342.39818155294,5,tech,50,1,787,0
607674.1414025384,10,-7393.328169419966,14,tech,45,0,534,1
198312.5508407571,3,32827.89063406013,10,agri,45,1,668,0
1296606.3026611526,4,15634.30341488607,10,tech,38,0,653,1
81700.2370171368,6,8560.614968161988,20,retail,33,0,720,0
923534.8392733597,10,49513.03167557559,14,retail,32,0,684,1
198374.2710989715,8,-13347.153046403042,17,agri,57,1,708,0
84845.05557167962,7,79997.21201495176,10,services,62,1,490,0
100319.37902904022,4,72343.67936702122,12,services,50,0,649,1
118143.19584180287,6,98582.29351681568,15,retail,37,0,586,1
248740.6201578947,6,18000.639647270866,14,retail,28,1,588,0
274535.3985367247,5,20952.67909095306,9,agri,67,0,564,0
91702.04840068474,4,81564.91043844224,16,retail,44,0,665,1
158838.8440451262,4,83833.8037155137,7,retail,44,0,673,1
1386468.4083666196,5,90459.72912778932,12,retail,34,1,694,0
915790.7421289657,7,84624.88341264371,4,services,46,0,621,1
251783.19771538107,5,56574.36015972042,15,manufacturing,37,0,746,1
169059.07316241425,6,36198.06831603331,7,agri,29,0,584,0
183511.2636199933,8,72049.96996299353,13,manufacturing,36,0,549,1
300594.65430621227,5,36744.467314970716,20,tech,44,0,665,1
58524.891286547245,4,53158.5064232491,15,agri,55,1,602,0
125821.99671037369,6,38546.59302073501,6,retail,24,1,687,0
30681.523933119624,7,57998.978373882484,12,tech,27,0,603,1
242613.0636613777,7,87262.00576894503,12,retail,35,0,609,1
310890.46908871003,8,39516.52300588077,9,manufacturing,30,1,603,0
100389.56410907759,9,34958.48871820525,11,retail,40,0,598,1
785430.1145129197,1,46815.91824882758,12,services,35,0,649,0
47773.88054402144,12,14630.60168568618,16,services,41,1,666,0
37632.56781591546,3,69923.61450403694,6,services,41,1,598,0
203709.82190627806,13,53495.567107123985,14,agri,26,0,568,1
463748.7987538134,7,48938.33617668356,17,retail,37,0,684,1
876706.6225126542,3,59859.578372234566,9,services,32,0,677,1
102859.13781074293,0,5781.442249442621,10,services,51,1,700,0
478628.8982497949,12,92019.57346441079,9,retail,33,1,576,0
156606.49401725287,4,34410.547846143665,12,services,35,0,592,0
136950.20889930098,2,38757.29093100669,9,services,30,1,707,0
393824.2164121011,8,75951.118159598,10,agri,39,1,712,0
312488.4784170336,3,68337.00254915947,11,services,38,0,621,1
33644.599875627915,4,109965.88380052814,13,manufacturing,54,0,583,1
712503.6755126597,4,21044.806855855488,14,services,39,0,600,0
646993.3881236601,6,21870.53773001667,7,retail,53,1,582,0
87067.35543412845,9,14123.918761308241,17,agri,55,0,705,0
241784.84355022965,10,54005.67524766084,8,tech,36,0,699,1
266740.1349988429,7,41882.61713121456,19,retail,38,0,655,1
211223.8532209473,6,29141.04628062465,10,services,34,0,602,0
93872.69606242233,5,48029.8122681095,17,services,27,0,588,0
83147.93353538727,10,19035.737001294652,12,manufacturing,63,0,606,1
158648.4344490823,8,96378.63296218775,11,retail,34,0,587,1
525827.7776863576,5,29023.04072786706,12,retail,30,0,665,0
280295.6322428979,8,32865.65978877678,18,retail,29,0,703,1
112351.27970754016,6,-21607.00123770873,10,services,33,0,705,0
352109.9312984391,8,634.5790215633374,14,services,36,0,588,0
9428.170792726452,8,32358.762615522486,16,services,52,0,608,1
513376.9760423141,6,40835.14057200072,10,agri,58,0,611,0
28574.9637828932,5,71581.43115119178,9,manufacturing,19,0,721,1
113273.33363070159,10,5131.874661778471,21,retail,55,0,556,0
53121.132595468596,4,63565.12241874138,19,manufacturing,56,1,649,0
44592.39127677868,6,68725.59757412261,14,retail,33,0,588,1
519606.3514213465,10,70308.38373156804,8,manufacturing,30,0,636,1
101956.2214526104,6,81069.79341880078,9,manufacturing,45,0,698,1
230153.98910606865,5,15142.397133843486,13,manufacturing,33,0,627,0
155294.62857401496,11,66236.93462032403,16,services,54,0,597,1
262246.6696991062,6,102954.82703718133,8,services,44,0,702,1
175750.71730528955,7,92008.09446539375,9,agri,32,0,659,1
45116.70138111684,4,106758.6713540791,20,services,42,1,683,0
440764.86198224605,6,57230.09492977382,15,manufacturing,40,0,668,1
99334.02271097155,8,32244.419393055374,11,retail,20,0,564,0
34317.753751892014,2,-25912.152657859788,10,retail,30,1,741,0
106073.21466283439,5,12717.863503715254,12,services,33,0,636,0
729970.7841667568,2,34237.97075786754,13,retail,43,0,708,0
380873.1816406216,4,39646.545772113335,7,agri,45,0,625,0
114846.05582871872,8,26247.405284882916,13,services,52,0,689,1
114776.52956659201,6,60187.12780408153,11,retail,32,0,720,1
117991.15568097382,3,55844.296939328735,7,manufacturing,25,0,711,1
1298535.934505671,6,51228.58729028655,13,manufacturing,31,0,657,1
238454.89507230508,5,73558.80821105144,8,tech,32,1,626,0
250206.44778114557,8,35910.93535193002,12,services,31,0,551,1
456016.12696927326,4,82879.68368736097,15,services,39,1,563,0
206651.51662781846,11,13886.440214131415,12,tech,46,0,728,1
125612.60097014185,9,40892.60144190815,8,retail,35,0,592,1
133739.63292526896,7,59556.2829099187,12,retail,45,1,706,0
151508.7625065323,4,-7560.284965682247,8,retail,49,1,714,0
156808.05605652544,8,34883.736793910895,14,retail,39,1,681,0
336929.68699614704,8,71352.4591992563,12,agri,28,0,677,1
171432.67206693804,3,37179.751634486434,5,manufacturing,37,1,568,0
338622.1209643077,9,-4678.381097068076,12,services,50,0,555,0
150133.98682790896,4,23379.72476859858,4,services,46,1,603,0
176069.6950638564,11,9646.420066698394,8,manufacturing,29,1,765,0
22066.134032548904,7,64886.11697092231,10,services,51,0,746,1
406902.01038096397,3,53518.617237055376,11,retail,36,0,652,0
230150.4434195241,7,3156.191683588738,15,manufacturing,29,1,740,0
441533.9132854279,4,860.9532400022624,13,services,39,0,584,0
8988.889752684718,4,28254.299729184968,16,retail,24,0,624,0
1313721.7594177977,7,50938.744508323274,16,retail,46,0,761,1
141550.29460899835,7,29843.982140213757,9,agri,51,0,797,0
492959.7549531061,9,60506.79629164397,14,agri,29,0,704,1
57531.854970680244,10,59467.17196581253,6,tech,38,0,538,1
300371.0747322965,4,65969.11330515156,18,retail,48,0,744,1
56759.84706335826,8,7599.981007918006,11,retail,26,0,631,0
87223.67185677485,4,41725.405041256,11,agri,27,0,700,0
1103537.3532109857,7,82262.9815190713,10,agri,37,0,656,1
134499.74730333508,10,29844.064771412017,11,retail,37,1,720,0
202285.00001596325,12,25593.460780719965,9,retail,40,0,653,1
388507.4910899496,7,35350.1696959917,9,services,38,1,841,0
267181.07418032666,5,34597.672266306785,11,agri,26,1,717,0
189173.31891912746,7,53644.193365167805,10,agri,23,0,561,0
234441.4141172415,6,32554.331638438878,13,agri,26,0,532,0
1800213.0648785701,9,-10594.266255102273,16,manufacturing,45,1,533,0
153642.10803309153,9,85559.44029796214,8,services,49,0,691,1
199007.74980955868,4,65192.62834334084,9,services,39,0,717,1
465400.8685104103,4,54472.45525354744,10,agri,47,0,467,0
491651.7565455192,4,47174.82381333646,18,agri,33,0,735,0
533401.8214736078,2,40318.823003946905,8,services,36,0,674,0
308269.66728643933,10,26001.00059754769,14,retail,49,0,763,1
51895.90100207181,8,-6327.500958937278,7,manufacturing,44,0,582,0
833535.4671198571,2,98823.16907683885,14,services,41,0,670,1
51722.832993806835,4,50626.80821448697,11,services,38,1,669,0
220275.75345282987,14,1666.7672791991506,5,agri,28,0,595,0
76551.89455134181,2,19215.394492390966,10,agri,40,0,561,0
152643.68885346144,3,59134.41527071117,11,services,43,1,715,0
226106.72703573166,5,58535.94999023864,11,retail,62,0,666,1
224438.54688708342,6,27574.788126074454,20,retail,39,0,677,0
248182.77613384498,10,17663.95721191066,16,services,36,1,745,0
817258.9444188437,3,32833.36525177115,21,tech,42,1,647,0
256154.05031338154,7,-7882.495780299801,20,agri,54,0,672,0
127496.39449489354,4,35730.19728264561,14,services,43,0,674,0
426806.98672138207,6,36049.28344692259,9,retail,38,0,676,1
534705.0090865489,5,95799.40894378953,11,services,32,0,551,1
47685.954799160914,8,36479.45146600736,11,retail,31,0,648,1
295788.5351890102,6,57585.44753692775,14,retail,47,0,731,1
328132.4911736417,1,97948.62681452114,16,manufacturing,37,0,641,1
120865.84574368663,5,17981.347597918804,11,agri,60,0,616,0
644162.8290783812,9,31259.281033676896,13,retail,40,0,717,1
140076.56051899074,4,33817.876566828585,12,tech,44,1,650,0
184531.68340124437,1,-237.40095491365355,17,manufacturing,34,1,605,0
136889.34472646483,4,42155.02935087787,16,agri,31,1,589,0
165310.20986686661,8,84901.74688174747,6,agri,47,0,646,1
54378.54235919528,6,75366.6308436866,7,manufacturing,51,0,603,1
38559.16590536932,6,85468.17351978617,12,services,30,1,713,0
801712.2750781456,6,30985.95811561907,10,agri,32,0,596,0
69775.52982292467,2,16124.541923583349,17,retail,33,0,669,0
60391.74186848951,5,117681.52612030925,15,services,46,0,679,1
18894.192645475894,10,56443.18155475546,11,tech,43,0,694,1
85908.51692084249,3,1628.7588790714747,10,manufacturing,39,1,759,0
43343.42102631481,8,126811.86454098739,7,services,32,0,555,1
840721.020295797,1,47300.60115984042,16,retail,56,0,692,0
446777.99258833606,9,-38420.988053206536,15,retail,49,0,693,0
81785.0427841697,10,93635.8660693216,17,services,20,0,573,1
1547940.3601338523,5,-19310.98264906809,8,retail,48,0,668,0
434419.30489984545,12,58652.49414136386,13,retail,37,1,620,0
117614.61882901478,2,75273.34102493152,11,retail,33,0,748,1
13367.668676236775,5,70441.81340330336,15,retail,47,1,610,0
1608709.0332174548,3,96682.68460433304,8,services,43,0,634,1
40555.534385885316,5,80513.80376315315,18,agri,40,0,623,0
31401.19577077641,8,105699.08169905108,16,services,31,1,591,0
452512.3940938396,3,47210.38150927243,22,tech,50,1,541,0
1866830.0805162068,11,37591.53483411295,10,manufacturing,27,1,591,0
649704.4320358561,2,39600.42278264885,16,services,47,0,660,0
286046.3444061023,5,91209.42715102788,9,manufacturing,40,0,669,1
295006.99345417647,4,30818.63649552993,11,retail,39,0,706,0
382091.5653675414,3,75422.12625477616,19,services,34,0,723,1
347642.0334341303,9,24202.85200467559,8,retail,41,0,678,1
215602.43757711607,12,24745.34590429328,8,agri,26,0,705,1
180629.11217417096,4,85528.53791097688,14,services,52,1,686,0
152879.73906254783,7,63099.97550487495,8,manufacturing,35,0,572,1
76575.72589097255,2,-14789.252970353156,12,agri,33,0,676,0
122924.41375401344,5,24385.547998644866,10,services,38,0,650,0
29942.7704114281,5,-27125.646850993675,8,services,36,0,610,0
147511.34590672675,3,38734.152205938306,20,services,52,1,650,0
60561.150937854894,6,41797.22541162069,8,services,22,0,675,1
53982.256206686456,11,35778.76578686828,12,services,39,1,635,0
194832.23835891794,4,86194.77855413749,8,retail,55,1,719,0
654745.7598361259,7,62391.62095358414,12,services,40,1,673,0
407712.11588041304,9,123975.53536501569,17,agri,41,1,711,0
33843.40388828467,6,66023.56435815671,11,services,39,0,737,1
60498.37979604428,8,66575.69698599384,10,retail,33,0,622,1
416970.680596211,10,58159.8237362408,13,services,45,0,618,1
60931.929270486085,9,41929.60013455376,17,tech,38,0,730,1
130010.02606008592,5,30510.534020612027,13,retail,41,1,596,0
